"AUXLR282.Code.or.Value","AUXLR282.Value.Description","AUXLR282.Count","AUXLR282.Cumulative","AUXLR282.Skip.to.Item"
"-14 to 48","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
