"AUXRR168.Code.or.Value","AUXRR168.Value.Description","AUXRR168.Count","AUXRR168.Cumulative","AUXRR168.Skip.to.Item"
"-5 to 45","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
