"RHQ360.Code.or.Value","RHQ360.Value.Description","RHQ360.Count","RHQ360.Cumulative","RHQ360.Skip.to.Item"
"1","Yes",104,104,""
"2","No",1367,1471,"RHQ380"
"7","Refused",0,1471,"RHQ380"
"9","Don't know",8,1479,"RHQ380"
".","Missing",2118,3597,""
