"CIQP33.Code.or.Value","CIQP33.Value.Description","CIQP33.Count","CIQP33.Cumulative","CIQP33.Skip.to.Item"
"1","Yes",1,1,"CIQP35ZZ"
"2","No",2,3,"CIQP35ZZ"
"7","Refused",0,3,"CIQP35ZZ"
"9","Don't know",0,3,"CIQP35ZZ"
".","Missing",775,778,""
