"AUXRR105.Code.or.Value","AUXRR105.Value.Description","AUXRR105.Count","AUXRR105.Cumulative","AUXRR105.Skip.to.Item"
"-67 to 65","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
