"AUXLR177.Code.or.Value","AUXLR177.Value.Description","AUXLR177.Count","AUXLR177.Cumulative","AUXLR177.Skip.to.Item"
"-19 to 42","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
