"FSD160.Code.or.Value","FSD160.Value.Description","FSD160.Count","FSD160.Cumulative","FSD160.Skip.to.Item"
"1","Yes",1936,1936,NA
"2","No",7829,9765,NA
"7","Refused",19,9784,NA
"9","Don't know",12,9796,NA
".","Missing",169,9965,NA
