"RHQ090.Code.or.Value","RHQ090.Value.Description","RHQ090.Count","RHQ090.Cumulative","RHQ090.Skip.to.Item"
"1","More regular,",40,40,NA
"2","Less regular, or",138,178,NA
"3","About the same?",263,441,NA
"7","Refused",0,441,NA
"9","Don't know",0,441,NA
".","Missing",3076,3517,NA
