"TYXP034.Code.or.Value","TYXP034.Value.Description","TYXP034.Count","TYXP034.Cumulative","TYXP034.Skip.to.Item"
"-12 to 185","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
