"URDP17LC.Code.or.Value","URDP17LC.Value.Description","URDP17LC.Count","URDP17LC.Cumulative","URDP17LC.Skip.to.Item"
"0","At or above the detection limit",2608,2608,NA
"1","Below lower detection limit",0,2608,NA
".","Missing",110,2718,NA
