"DUQ240.Code.or.Value","DUQ240.Value.Description","DUQ240.Count","DUQ240.Cumulative","DUQ240.Skip.to.Item"
"1","Yes",695,695,""
"2","No",3406,4101,"DUQ370"
"7","Refused",12,4113,"DUQ370"
"9","Don't know",15,4128,"DUQ370"
".","Missing",497,4625,""
