"TYXA221.Code.or.Value","TYXA221.Value.Description","TYXA221.Count","TYXA221.Cumulative","TYXA221.Skip.to.Item"
"0.242 to 4.138","Range of Values",303,303,NA
".","Missing",8166,8469,NA
