"LBD180LC.Code.or.Value","LBD180LC.Value.Description","LBD180LC.Count","LBD180LC.Cumulative","LBD180LC.Skip.to.Item"
"0","At or above the detection limit",264,264,NA
"1","Below lower detection limit",0,264,NA
".","Missing",0,264,NA
