"SXQ706.Code.or.Value","SXQ706.Value.Description","SXQ706.Count","SXQ706.Cumulative","SXQ706.Skip.to.Item"
"1","Yes",632,632,NA
"2","No",1376,2008,NA
"7","Refused",7,2015,NA
"9","Don't know",4,2019,NA
".","Missing",2777,4796,NA
