"CIQD043.Code.or.Value","CIQD043.Value.Description","CIQD043.Count","CIQD043.Cumulative","CIQD043.Skip.to.Item"
"1","Yes",80,80,""
"2","No",31,111,"CIQD045"
"7","Refuse",0,111,""
"9","Don't know",0,111,""
".","Missing",817,928,""
