"OHQ142.Code.or.Value","OHQ142.Value.Description","OHQ142.Count","OHQ142.Cumulative","OHQ142.Skip.to.Item"
"1","Yes",45,45,NA
"2","No",5795,5840,NA
"7","Refused",0,5840,NA
"9","Don't know",14,5854,NA
".","Missing",2733,8587,NA
