"TYXA169.Code.or.Value","TYXA169.Value.Description","TYXA169.Count","TYXA169.Cumulative","TYXA169.Skip.to.Item"
"0.124 to 6.694","Range of Values",3521,3521,NA
".","Missing",4948,8469,NA
