"AUXRR211.Code.or.Value","AUXRR211.Value.Description","AUXRR211.Count","AUXRR211.Cumulative","AUXRR211.Skip.to.Item"
"-37 to 75","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
