"AUXLR168.Code.or.Value","AUXLR168.Value.Description","AUXLR168.Count","AUXLR168.Cumulative","AUXLR168.Skip.to.Item"
"-22 to 50","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
