"RHQ380.Code.or.Value","RHQ380.Value.Description","RHQ380.Count","RHQ380.Cumulative","RHQ380.Skip.to.Item"
"1","Yes",177,177,""
"2","No",1098,1275,"RHQ420"
"7","Refused",0,1275,"RHQ420"
"9","Don't know",4,1279,"RHQ420"
".","Missing",2285,3564,""
