"DBQ860.Code.or.Value","DBQ860.Value.Description","DBQ860.Count","DBQ860.Cumulative","DBQ860.Skip.to.Item"
"1","Always",663,663,NA
"2","Most of the time",690,1353,NA
"3","Sometimes",1160,2513,NA
"4","Rarely",687,3200,NA
"5","Never",1209,4409,NA
"7","Refused",0,4409,NA
"9","Don't know",2,4411,NA
".","Missing",5937,10348,NA
