"AUDTYR38.Code.or.Value","AUDTYR38.Value.Description","AUDTYR38.Count","AUDTYR38.Cumulative","AUDTYR38.Skip.to.Item"
"0 to 2.16","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
