"DUQ390.Code.or.Value","DUQ390.Value.Description","DUQ390.Count","DUQ390.Cumulative","DUQ390.Skip.to.Item"
"12 to 42","Range of Values",105,105,NA
"777","Refused",0,105,NA
"999","Don't know",0,105,NA
".","Missing",4952,5057,NA
