"SXQ703.Code.or.Value","SXQ703.Value.Description","SXQ703.Count","SXQ703.Cumulative","SXQ703.Skip.to.Item"
"1","Yes",1592,1592,NA
"2","No",589,2181,NA
"7","Refused",9,2190,NA
"9","Don't know",1,2191,NA
".","Missing",2652,4843,NA
