"DBQ400.Code.or.Value","DBQ400.Value.Description","DBQ400.Count","DBQ400.Cumulative","DBQ400.Skip.to.Item"
"1","Yes",2527,2527,""
"2","No",538,3065,"DBQ422"
"7","Refused",2,3067,"DBQ422"
"9","Don't know",76,3143,"DBQ422"
".","Missing",7205,10348,""
