"CBD715.Code.or.Value","CBD715.Value.Description","CBD715.Count","CBD715.Cumulative","CBD715.Skip.to.Item"
"1","Always",569,569,NA
"2","Most of the time",590,1159,NA
"3","Sometimes",588,1747,NA
"4","Rarely",316,2063,NA
"5","Never",163,2226,NA
"6","Never buy these items",15,2241,NA
"7","Refused",0,2241,NA
"9","Don't know",2,2243,NA
".","Missing",702,2945,NA
