"AUXRR171.Code.or.Value","AUXRR171.Value.Description","AUXRR171.Count","AUXRR171.Cumulative","AUXRR171.Skip.to.Item"
"-37 to 59","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
