"SMQ725.Code.or.Value","SMQ725.Value.Description","SMQ725.Count","SMQ725.Cumulative","SMQ725.Skip.to.Item"
"1","Today",783,783,NA
"2","Yesterday",207,990,NA
"3","3 to 5 days ago",75,1065,NA
"7","Refused",0,1065,NA
"9","Don't know",0,1065,NA
".","Missing",5484,6549,NA
