"RFXC052.Code.or.Value","RFXC052.Value.Description","RFXC052.Count","RFXC052.Cumulative","RFXC052.Skip.to.Item"
"-7.348 to 4.108","Range of Values",51065,51065,NA
".","Missing",11,51076,NA
