"AUDTYR08.Code.or.Value","AUDTYR08.Value.Description","AUDTYR08.Count","AUDTYR08.Cumulative","AUDTYR08.Skip.to.Item"
"0 to 1.78","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
