"SXQ130.Code.or.Value","SXQ130.Value.Description","SXQ130.Count","SXQ130.Cumulative","SXQ130.Skip.to.Item"
"0 to 50","Range of Values",1517,1517,NA
"77777","Refused",3,1520,NA
"99999","Don't know",2,1522,NA
".","Missing",1877,3399,NA
