"OHQ640.Code.or.Value","OHQ640.Value.Description","OHQ640.Count","OHQ640.Cumulative","OHQ640.Skip.to.Item"
"1","Very often",66,66,NA
"2","Fairly often",57,123,NA
"3","Occasionally",141,264,NA
"4","Hardly ever, or",385,649,NA
"5","Never?",4091,4740,NA
"7","Refused",0,4740,NA
"9","Don't know",3,4743,NA
".","Missing",4832,9575,NA
