"AUDTYR65.Code.or.Value","AUDTYR65.Value.Description","AUDTYR65.Count","AUDTYR65.Cumulative","AUDTYR65.Skip.to.Item"
"0 to 1.03","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
