"AUDTYL16.Code.or.Value","AUDTYL16.Value.Description","AUDTYL16.Count","AUDTYL16.Cumulative","AUDTYL16.Skip.to.Item"
"0 to 1.78","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
