"RFXC139.Code.or.Value","RFXC139.Value.Description","RFXC139.Count","RFXC139.Cumulative","RFXC139.Skip.to.Item"
"-3.167 to 6.598","Range of Values",51053,51053,NA
".","Missing",23,51076,NA
