"AUXLR221.Code.or.Value","AUXLR221.Value.Description","AUXLR221.Count","AUXLR221.Cumulative","AUXLR221.Skip.to.Item"
"-49 to 53","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
