"AUDTYR32.Code.or.Value","AUDTYR32.Value.Description","AUDTYR32.Count","AUDTYR32.Cumulative","AUDTYR32.Skip.to.Item"
"0 to 1.69","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
