"AUXLR272.Code.or.Value","AUXLR272.Value.Description","AUXLR272.Count","AUXLR272.Cumulative","AUXLR272.Skip.to.Item"
"-16 to 53","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
