"TYXP136.Code.or.Value","TYXP136.Value.Description","TYXP136.Count","TYXP136.Cumulative","TYXP136.Skip.to.Item"
"-289 to 30","Range of Values",7531,7531,NA
".","Missing",938,8469,NA
