"TYXP180.Code.or.Value","TYXP180.Value.Description","TYXP180.Count","TYXP180.Cumulative","TYXP180.Skip.to.Item"
"-299 to 3","Range of Values",2296,2296,NA
".","Missing",6173,8469,NA
