"KIQ201.Code.or.Value","KIQ201.Value.Description","KIQ201.Count","KIQ201.Cumulative","KIQ201.Skip.to.Item"
"1","Yes",103,103,NA
"2","No",1688,1791,NA
"7","Refused",1,1792,NA
"9","Don't know",0,1792,NA
".","Missing",100,1892,NA
