"LBD167LC.Code.or.Value","LBD167LC.Value.Description","LBD167LC.Count","LBD167LC.Cumulative","LBD167LC.Skip.to.Item"
"0","detectable result",96,96,NA
"1","below detectable limit",1812,1908,NA
".","Missing",366,2274,NA
