"TYXP090.Code.or.Value","TYXP090.Value.Description","TYXP090.Count","TYXP090.Cumulative","TYXP090.Skip.to.Item"
"-297 to 138","Range of Values",5574,5574,NA
".","Missing",11,5585,NA
