"AUDTYR11.Code.or.Value","AUDTYR11.Value.Description","AUDTYR11.Count","AUDTYR11.Cumulative","AUDTYR11.Skip.to.Item"
"0 to 1.69","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
