"SMQ680.Code.or.Value","SMQ680.Value.Description","SMQ680.Count","SMQ680.Cumulative","SMQ680.Skip.to.Item"
"1","Yes",1414,1414,""
"2","No",4954,6368,"End of Section"
"7","Refused",1,6369,"End of Section"
"9","Don't know",1,6370,"End of Section"
".","Missing",620,6990,""
