"MCQ053.Code.or.Value","MCQ053.Value.Description","MCQ053.Count","MCQ053.Cumulative","MCQ053.Skip.to.Item"
"1","Yes",280,280,NA
"2","No",9288,9568,NA
"7","Refused",1,9569,NA
"9","Don't know",6,9575,NA
".","Missing",0,9575,NA
