"AUDTYL56.Code.or.Value","AUDTYL56.Value.Description","AUDTYL56.Count","AUDTYL56.Cumulative","AUDTYL56.Skip.to.Item"
"0 to 3.09","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
