"DBD061.Code.or.Value","DBD061.Value.Description","DBD061.Count","DBD061.Cumulative","DBD061.Skip.to.Item"
"1 to 2190","Range of Values",1429,1429,""
"0","Never",283,1712,"DBD085"
"777777","Refused",0,1712,""
"999999","Don't know",7,1719,""
".","Missing",8456,10175,""
