"SXQ836.Code.or.Value","SXQ836.Value.Description","SXQ836.Count","SXQ836.Cumulative","SXQ836.Skip.to.Item"
"0 to 300","Range of Values",102,102,NA
"77777","Refused",0,102,NA
"99999","Don't know",1,103,NA
".","Missing",4693,4796,NA
