"SMQ868.Code.or.Value","SMQ868.Value.Description","SMQ868.Count","SMQ868.Cumulative","SMQ868.Skip.to.Item"
"1","Yes",200,200,NA
"2","No",490,690,NA
"7","Refused",0,690,NA
"9","Don't know",2,692,NA
".","Missing",8562,9254,NA
