"RFXC163.Code.or.Value","RFXC163.Value.Description","RFXC163.Count","RFXC163.Cumulative","RFXC163.Skip.to.Item"
"-5.154 to 4.146","Range of Values",51050,51050,NA
".","Missing",26,51076,NA
