"CIQD064.Code.or.Value","CIQD064.Value.Description","CIQD064.Count","CIQD064.Cumulative","CIQD064.Skip.to.Item"
"2 to 12","Range of Values",43,43,NA
"77","Refuse",0,43,NA
"99","Don't know",9,52,NA
".","Missing",726,778,NA
