"OHQ138.Code.or.Value","OHQ138.Value.Description","OHQ138.Count","OHQ138.Cumulative","OHQ138.Skip.to.Item"
"1","Yes",4,4,NA
"2","No",399,403,NA
"7","Refused",0,403,NA
"9","Don't know",2,405,NA
".","Missing",9193,9598,NA
