"PAQ665.Code.or.Value","PAQ665.Value.Description","PAQ665.Count","PAQ665.Cumulative","PAQ665.Skip.to.Item"
"1","Yes",3059,3059,""
"2","No",4084,7143,"PAD680"
"7","Refused",0,7143,"PAD680"
"9","Don't know",2,7145,"PAD680"
".","Missing",2339,9484,""
