"AUDTYL16.Code.or.Value","AUDTYL16.Value.Description","AUDTYL16.Count","AUDTYL16.Cumulative","AUDTYL16.Skip.to.Item"
"0 to 1.09","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
