"OHQ855.Code.or.Value","OHQ855.Value.Description","OHQ855.Count","OHQ855.Cumulative","OHQ855.Skip.to.Item"
"1","Yes",845,845,NA
"2","No",3712,4557,NA
"7","Refused",1,4558,NA
"9","Don't know",7,4565,NA
".","Missing",4799,9364,NA
