"AUDTYR73.Code.or.Value","AUDTYR73.Value.Description","AUDTYR73.Count","AUDTYR73.Cumulative","AUDTYR73.Skip.to.Item"
"0 to 0.41","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
