"SMQ830.Code.or.Value","SMQ830.Value.Description","SMQ830.Count","SMQ830.Cumulative","SMQ830.Skip.to.Item"
"1 to 5","Range of Values",14,14,NA
"7","Refused",1,15,NA
"9","Don't know",1,16,NA
".","Missing",6974,6990,NA
