"AUXLR222.Code.or.Value","AUXLR222.Value.Description","AUXLR222.Count","AUXLR222.Cumulative","AUXLR222.Skip.to.Item"
"-160 to 65","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
