"AUDTYL12.Code.or.Value","AUDTYL12.Value.Description","AUDTYL12.Count","AUDTYL12.Cumulative","AUDTYL12.Skip.to.Item"
"0 to 1.44","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
