"WHQ570.Code.or.Value","WHQ570.Value.Description","WHQ570.Count","WHQ570.Cumulative","WHQ570.Skip.to.Item"
"1","never,",59,59,NA
"2","sometimes, or",443,502,NA
"3","a lot?",352,854,NA
"7","Refused",0,854,NA
"9","Don't know",0,854,NA
".","Missing",975,1829,NA
