"AUXRR156.Code.or.Value","AUXRR156.Value.Description","AUXRR156.Count","AUXRR156.Cumulative","AUXRR156.Skip.to.Item"
"-25 to 53","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
