"AUXLR102.Code.or.Value","AUXLR102.Value.Description","AUXLR102.Count","AUXLR102.Cumulative","AUXLR102.Skip.to.Item"
"-91 to 84","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
