"WHQ500.Code.or.Value","WHQ500.Value.Description","WHQ500.Count","WHQ500.Cumulative","WHQ500.Skip.to.Item"
"1","lose weight,",487,487,""
"2","gain weight,",165,652,"WHQ520"
"3","stay the same weight, or",362,1014,"WHQ520"
"4","not trying to do anything about your weight?",362,1376,"WHQ520"
"7","Refused",0,1376,"WHQ520"
"9","Don't know",4,1380,"WHQ520"
".","Missing",88,1468,""
